3d,
3dimg,
img1x,https://imgs.xkcd.com/comics/1000_comics.png
img2x,
json,https://xkcd.com/1000/info.0.json
jsonm,https://m.xkcd.com/1000/info.0.json
mobile,https://m.xkcd.com/1000/
xk3d,
web,https://xkcd.com/1000/
