3d,
3dimg,
img1x,https://imgs.xkcd.com/comics/typing_notifications.png
img2x,https://imgs.xkcd.com/comics/typing_notifications_2x.png
json,https://xkcd.com/1886/info.0.json
jsonm,https://m.xkcd.com/1886/info.0.json
mobile,https://m.xkcd.com/1886/
xk3d,
web,https://xkcd.com/1886/
