3d,
3dimg,
img1x,https://imgs.xkcd.com/comics/language_nerd.png
img2x,https://imgs.xkcd.com/comics/language_nerd_2x.png
json,https://xkcd.com/1443/info.0.json
jsonm,https://m.xkcd.com/1443/info.0.json
mobile,https://m.xkcd.com/1443/
xk3d,
web,https://xkcd.com/1443/
